transaction_id,customer_id,category,item,price_per_unit,quantity,total_spent,payment_method,location,transaction_date,discount_applied
TXN_5693955,CUST_08,Electric Household Essentials,Item_9_Ehe,17.0,,,Credit Card,Online,2022-07-01,
TXN_1041890,CUST_03,Furniture,Item_16_Fur,27.5,,,Digital Wallet,Online,2022-07-02,False
TXN_4041690,CUST_24,Electric Household Essentials,Item_5_Ehe,11.0,,,Credit Card,Online,2022-07-02,False
TXN_8284459,CUST_20,Food,Item_4_Food,9.5,,,Credit Card,In-Store,2022-07-03,True
TXN_9382641,CUST_06,Milk Products,Item_7_Milk,14.0,,,Credit Card,In-Store,2022-07-05,True
TXN_3704834,CUST_07,Electric Household Essentials,Item_17_Ehe,29.0,,,Cash,Online,2022-07-06,False
TXN_8941172,CUST_02,Electric Household Essentials,Item_25_Ehe,41.0,,,Credit Card,Online,2022-07-09,
TXN_5211253,CUST_19,Furniture,Item_20_Fur,33.5,,,Credit Card,Online,2022-07-12,True
TXN_7783626,CUST_13,Computers And Electric Accessories,Item_1_Cea,5.0,,,Cash,Online,2022-07-13,
TXN_4118493,CUST_24,Patisserie,Item_24_Pat,39.5,,,Credit Card,In-Store,2022-07-14,False
TXN_2337522,CUST_10,Beverages,Item_25_Bev,41.0,,,Cash,Online,2022-07-15,True
TXN_9875507,CUST_15,Computers And Electric Accessories,Item_15_Cea,26.0,,,Digital Wallet,Online,2022-07-16,False
TXN_6964544,CUST_16,Milk Products,Item_19_Milk,32.0,,,Cash,Online,2022-07-20,False
TXN_7084750,CUST_25,Food,Item_12_Food,21.5,,,Digital Wallet,In-Store,2022-07-20,True
TXN_4823896,CUST_05,Milk Products,Item_3_Milk,8.0,,,Cash,In-Store,2022-07-21,False
TXN_8940025,CUST_11,Milk Products,Item_8_Milk,15.5,,,Credit Card,Online,2022-07-24,True
TXN_9374739,CUST_05,Computers And Electric Accessories,Item_22_Cea,36.5,,,Cash,In-Store,2022-07-24,True
TXN_2158665,CUST_19,Electric Household Essentials,Item_13_Ehe,23.0,,,Digital Wallet,In-Store,2022-07-27,False
TXN_3701394,CUST_06,Milk Products,Item_11_Milk,20.0,,,Digital Wallet,Online,2022-07-28,False
TXN_1446103,CUST_20,Butchers,Item_2_But,6.5,,,Cash,In-Store,2022-07-29,True
TXN_1746192,CUST_24,Electric Household Essentials,Item_8_Ehe,15.5,,,Cash,In-Store,2022-07-30,False
TXN_9767779,CUST_03,Computers And Electric Accessories,Item_17_Cea,29.0,,,Cash,In-Store,2022-08-03,
TXN_6206009,CUST_21,Computers And Electric Accessories,Item_17_Cea,29.0,,,Credit Card,In-Store,2022-08-04,True
TXN_4879610,CUST_04,Food,Item_5_Food,11.0,,,Digital Wallet,Online,2022-08-05,
TXN_2792485,CUST_04,Computers And Electric Accessories,Item_2_Cea,6.5,,,Digital Wallet,In-Store,2022-08-09,
TXN_2532729,CUST_17,Beverages,Item_7_Bev,14.0,,,Cash,In-Store,2022-08-10,True
TXN_9237487,CUST_22,Computers And Electric Accessories,Item_19_Cea,32.0,,,Cash,Online,2022-08-11,False
TXN_7383288,CUST_10,Milk Products,Item_15_Milk,26.0,,,Digital Wallet,In-Store,2022-08-12,
TXN_1069238,CUST_23,Food,Item_1_Food,5.0,,,Digital Wallet,In-Store,2022-08-13,False
TXN_6780214,CUST_05,Food,Item_4_Food,9.5,,,Credit Card,Online,2022-08-15,
TXN_2477774,CUST_23,Food,Item_2_Food,6.5,,,Cash,Online,2022-08-16,True
TXN_1415403,CUST_22,Patisserie,Item_17_Pat,29.0,,,Credit Card,Online,2022-08-23,False
TXN_2788067,CUST_17,Electric Household Essentials,Item_21_Ehe,35.0,,,Cash,In-Store,2022-08-23,False
TXN_3554058,CUST_02,Food,Item_11_Food,20.0,,,Digital Wallet,In-Store,2022-08-24,False
TXN_5311325,CUST_05,Computers And Electric Accessories,Item_14_Cea,24.5,,,Credit Card,In-Store,2022-08-28,
TXN_6126106,CUST_10,Milk Products,Item_18_Milk,30.5,,,Digital Wallet,Online,2022-08-31,
TXN_2677539,CUST_15,Food,Item_24_Food,39.5,,,Cash,In-Store,2022-08-31,False
TXN_4570138,CUST_14,Beverages,Item_21_Bev,35.0,,,Cash,Online,2022-09-03,
TXN_3481599,CUST_05,Furniture,Item_24_Fur,39.5,,,Cash,Online,2022-09-08,False
TXN_2346263,CUST_21,Electric Household Essentials,Item_6_Ehe,12.5,,,Credit Card,In-Store,2022-09-09,False
TXN_8589807,CUST_21,Patisserie,Item_2_Pat,6.5,,,Digital Wallet,Online,2022-09-09,
TXN_5599144,CUST_05,Patisserie,Item_18_Pat,30.5,,,Cash,In-Store,2022-09-11,
TXN_2826965,CUST_06,Computers And Electric Accessories,Item_14_Cea,24.5,,,Credit Card,Online,2022-09-12,True
TXN_7954454,CUST_08,Furniture,Item_21_Fur,35.0,,,Digital Wallet,In-Store,2022-09-14,True
TXN_6917746,CUST_05,Computers And Electric Accessories,Item_11_Cea,20.0,,,Cash,Online,2022-09-17,
TXN_3096679,CUST_20,Beverages,Item_4_Bev,9.5,,,Digital Wallet,Online,2022-09-17,True
TXN_1491657,CUST_07,Beverages,Item_1_Bev,5.0,,,Cash,Online,2022-09-26,True
TXN_7224577,CUST_12,Food,Item_11_Food,20.0,,,Credit Card,In-Store,2022-09-27,True
TXN_6837467,CUST_06,Butchers,Item_21_But,35.0,,,Digital Wallet,Online,2022-10-01,False
TXN_3368345,CUST_25,Furniture,Item_6_Fur,12.5,,,Credit Card,In-Store,2022-10-03,False
TXN_4219435,CUST_23,Food,Item_8_Food,15.5,,,Digital Wallet,Online,2022-10-07,
TXN_3807303,CUST_03,Furniture,Item_24_Fur,39.5,,,Credit Card,Online,2022-10-08,False
TXN_6585500,CUST_25,Electric Household Essentials,Item_1_Ehe,5.0,,,Credit Card,Online,2022-10-09,True
TXN_2392647,CUST_04,Food,Item_8_Food,15.5,,,Cash,Online,2022-10-12,False
TXN_3017691,CUST_14,Patisserie,Item_24_Pat,39.5,,,Credit Card,In-Store,2022-10-14,True
TXN_3521719,CUST_22,Patisserie,Item_24_Pat,39.5,,,Cash,In-Store,2022-10-15,
TXN_2191926,CUST_19,Butchers,Item_9_But,17.0,,,Digital Wallet,In-Store,2022-10-18,True
TXN_5087206,CUST_21,Computers And Electric Accessories,Item_9_Cea,17.0,,,Digital Wallet,Online,2022-10-21,False
TXN_6709663,CUST_05,Food,Item_3_Food,8.0,,,Cash,Online,2022-10-23,True
TXN_4783696,CUST_13,Furniture,Item_25_Fur,41.0,,,Cash,In-Store,2022-10-26,
TXN_9506859,CUST_13,Computers And Electric Accessories,Item_16_Cea,27.5,,,Cash,In-Store,2022-10-28,False
TXN_3760533,CUST_04,Computers And Electric Accessories,Item_19_Cea,32.0,,,Digital Wallet,Online,2022-10-31,True
TXN_7323366,CUST_23,Patisserie,Item_13_Pat,23.0,,,Credit Card,In-Store,2022-11-04,False
TXN_1337454,CUST_09,Food,Item_25_Food,41.0,,,Digital Wallet,In-Store,2022-11-05,True
TXN_3537865,CUST_21,Milk Products,Item_19_Milk,32.0,,,Credit Card,Online,2022-11-06,True
TXN_7013735,CUST_25,Furniture,Item_24_Fur,39.5,,,Credit Card,Online,2022-11-07,
TXN_2083689,CUST_18,Food,Item_16_Food,27.5,,,Credit Card,In-Store,2022-11-07,True
TXN_4581027,CUST_10,Patisserie,Item_24_Pat,39.5,,,Cash,In-Store,2022-11-07,False
TXN_8697140,CUST_03,Beverages,Item_12_Bev,21.5,,,Digital Wallet,Online,2022-11-08,True
TXN_3834320,CUST_18,Beverages,Item_14_Bev,24.5,,,Cash,In-Store,2022-11-08,True
TXN_8390000,CUST_07,Patisserie,Item_22_Pat,36.5,,,Cash,In-Store,2022-11-09,
TXN_7478827,CUST_07,Milk Products,Item_2_Milk,6.5,,,Digital Wallet,In-Store,2022-11-09,True
TXN_7171953,CUST_11,Patisserie,Item_24_Pat,39.5,,,Cash,Online,2022-11-11,False
TXN_4929314,CUST_24,Electric Household Essentials,Item_13_Ehe,23.0,,,Digital Wallet,Online,2022-11-13,
TXN_9298092,CUST_09,Electric Household Essentials,Item_13_Ehe,23.0,,,Digital Wallet,In-Store,2022-11-14,False
TXN_9478937,CUST_05,Patisserie,Item_13_Pat,23.0,,,Digital Wallet,Online,2022-11-14,True
TXN_2813218,CUST_02,Beverages,Item_2_Bev,6.5,,,Digital Wallet,Online,2022-11-14,
TXN_9610555,CUST_15,Beverages,Item_2_Bev,6.5,,,Cash,In-Store,2022-11-15,False
TXN_8812902,CUST_10,Computers And Electric Accessories,Item_5_Cea,11.0,,,Credit Card,Online,2022-11-17,True
TXN_1621579,CUST_09,Computers And Electric Accessories,Item_19_Cea,32.0,,,Credit Card,Online,2022-11-18,False
TXN_1208593,CUST_21,Patisserie,Item_11_Pat,20.0,,,Credit Card,In-Store,2022-11-19,
TXN_8794900,CUST_18,Computers And Electric Accessories,Item_19_Cea,32.0,,,Cash,In-Store,2022-11-19,False
TXN_1443512,CUST_19,Patisserie,Item_17_Pat,29.0,,,Cash,Online,2022-11-20,True
TXN_3450894,CUST_03,Furniture,Item_21_Fur,35.0,,,Credit Card,In-Store,2022-11-25,
TXN_5237132,CUST_08,Furniture,Item_25_Fur,41.0,,,Digital Wallet,In-Store,2022-11-28,
TXN_2995389,CUST_20,Computers And Electric Accessories,Item_5_Cea,11.0,,,Credit Card,Online,2022-11-28,False
TXN_8757042,CUST_17,Butchers,Item_22_But,36.5,,,Credit Card,Online,2022-11-30,False
TXN_5763933,CUST_07,Patisserie,Item_14_Pat,24.5,,,Digital Wallet,In-Store,2022-11-30,
TXN_7535814,CUST_05,Butchers,Item_23_But,38.0,,,Credit Card,In-Store,2022-12-03,True
TXN_1005543,CUST_19,Food,Item_18_Food,30.5,,,Cash,In-Store,2022-12-03,True
TXN_7684996,CUST_15,Patisserie,Item_8_Pat,15.5,,,Digital Wallet,In-Store,2022-12-04,False
TXN_8963866,CUST_07,Milk Products,Item_11_Milk,20.0,,,Credit Card,Online,2022-12-09,False
TXN_7068372,CUST_23,Computers And Electric Accessories,Item_13_Cea,23.0,,,Digital Wallet,In-Store,2022-12-10,
TXN_9619283,CUST_01,Butchers,Item_21_But,35.0,,,Credit Card,Online,2022-12-11,
TXN_4261143,CUST_20,Milk Products,Item_17_Milk,29.0,,,Credit Card,In-Store,2022-12-11,True
TXN_2252968,CUST_17,Patisserie,Item_8_Pat,15.5,,,Credit Card,Online,2022-12-11,False
TXN_7357090,CUST_09,Food,Item_20_Food,33.5,,,Cash,In-Store,2022-12-12,
TXN_3244419,CUST_16,Food,Item_10_Food,18.5,,,Cash,In-Store,2022-12-12,True
TXN_7785972,CUST_04,Furniture,Item_14_Fur,24.5,,,Cash,In-Store,2022-12-15,
TXN_9682557,CUST_05,Beverages,Item_19_Bev,32.0,,,Digital Wallet,Online,2022-12-15,True
TXN_1154680,CUST_25,Furniture,Item_21_Fur,35.0,,,Credit Card,Online,2022-12-18,False
TXN_7415874,CUST_19,Electric Household Essentials,Item_2_Ehe,6.5,,,Cash,Online,2022-12-20,True
TXN_1187836,CUST_01,Computers And Electric Accessories,Item_23_Cea,38.0,,,Digital Wallet,In-Store,2022-12-20,False
TXN_2910944,CUST_24,Patisserie,Item_12_Pat,21.5,,,Credit Card,Online,2022-12-21,
TXN_8615445,CUST_01,Beverages,Item_12_Bev,21.5,,,Credit Card,In-Store,2022-12-22,False
TXN_5308843,CUST_13,Food,Item_4_Food,9.5,,,Credit Card,In-Store,2022-12-24,True
TXN_1158381,CUST_24,Butchers,Item_22_But,36.5,,,Credit Card,Online,2022-12-26,True
TXN_7061960,CUST_12,Patisserie,Item_13_Pat,23.0,,,Digital Wallet,Online,2022-12-26,False
TXN_8297757,CUST_17,Beverages,Item_3_Bev,8.0,,,Cash,Online,2022-12-27,True
TXN_9977844,CUST_18,Patisserie,Item_22_Pat,36.5,,,Digital Wallet,In-Store,2022-12-27,True
TXN_8868169,CUST_07,Food,Item_6_Food,12.5,,,Digital Wallet,Online,2023-01-05,
TXN_4862692,CUST_12,Patisserie,Item_20_Pat,33.5,,,Cash,In-Store,2023-01-09,
TXN_5069186,CUST_17,Electric Household Essentials,Item_2_Ehe,6.5,,,Credit Card,Online,2023-01-10,
TXN_1534681,CUST_08,Food,Item_14_Food,24.5,,,Credit Card,In-Store,2023-01-11,False
TXN_2384950,CUST_08,Computers And Electric Accessories,Item_9_Cea,17.0,,,Digital Wallet,Online,2023-01-11,False
TXN_7869272,CUST_06,Butchers,Item_4_But,9.5,,,Digital Wallet,In-Store,2023-01-12,
TXN_1649045,CUST_21,Computers And Electric Accessories,Item_12_Cea,21.5,,,Credit Card,Online,2023-01-18,
TXN_3415090,CUST_04,Electric Household Essentials,Item_21_Ehe,35.0,,,Digital Wallet,In-Store,2023-01-20,False
TXN_1433054,CUST_13,Butchers,Item_12_But,21.5,,,Cash,Online,2023-01-25,True
TXN_1882050,CUST_06,Patisserie,Item_14_Pat,24.5,,,Digital Wallet,In-Store,2023-01-28,
TXN_1985138,CUST_12,Patisserie,Item_5_Pat,11.0,,,Digital Wallet,In-Store,2023-01-31,False
TXN_6396781,CUST_03,Computers And Electric Accessories,Item_16_Cea,27.5,,,Cash,In-Store,2023-02-04,True
TXN_5238973,CUST_06,Electric Household Essentials,Item_23_Ehe,38.0,,,Digital Wallet,Online,2023-02-06,False
TXN_2931826,CUST_23,Butchers,Item_23_But,38.0,,,Credit Card,Online,2023-02-13,True
TXN_7941731,CUST_01,Electric Household Essentials,Item_2_Ehe,6.5,,,Digital Wallet,In-Store,2023-02-15,False
TXN_4201299,CUST_09,Food,Item_4_Food,9.5,,,Cash,Online,2023-02-16,False
TXN_1621497,CUST_06,Patisserie,Item_13_Pat,23.0,,,Cash,In-Store,2023-02-18,
TXN_3948610,CUST_07,Furniture,Item_20_Fur,33.5,,,Digital Wallet,In-Store,2023-02-24,
TXN_2500072,CUST_23,Food,Item_25_Food,41.0,,,Cash,Online,2023-02-24,
TXN_6186202,CUST_14,Patisserie,Item_10_Pat,18.5,,,Digital Wallet,In-Store,2023-02-25,
TXN_4891833,CUST_03,Computers And Electric Accessories,Item_17_Cea,29.0,,,Cash,Online,2023-02-25,False
TXN_7589967,CUST_16,Electric Household Essentials,Item_7_Ehe,14.0,,,Cash,Online,2023-02-25,
TXN_3122188,CUST_24,Food,Item_12_Food,21.5,,,Credit Card,Online,2023-02-25,
TXN_8127777,CUST_14,Patisserie,Item_20_Pat,33.5,,,Digital Wallet,In-Store,2023-02-27,
TXN_7663942,CUST_02,Milk Products,Item_7_Milk,14.0,,,Cash,In-Store,2023-02-28,True
TXN_6272504,CUST_14,Furniture,Item_8_Fur,15.5,,,Digital Wallet,In-Store,2023-02-28,
TXN_6664172,CUST_21,Food,Item_13_Food,23.0,,,Digital Wallet,Online,2023-03-01,
TXN_3909836,CUST_14,Patisserie,Item_8_Pat,15.5,,,Credit Card,In-Store,2023-03-02,False
TXN_6880511,CUST_20,Butchers,Item_4_But,9.5,,,Credit Card,In-Store,2023-03-04,False
TXN_4738336,CUST_18,Milk Products,Item_14_Milk,24.5,,,Cash,Online,2023-03-05,False
TXN_9923470,CUST_21,Patisserie,Item_1_Pat,5.0,,,Digital Wallet,In-Store,2023-03-08,True
TXN_2794565,CUST_17,Beverages,Item_14_Bev,24.5,,,Credit Card,In-Store,2023-03-11,True
TXN_7528195,CUST_24,Patisserie,Item_14_Pat,24.5,,,Credit Card,Online,2023-03-15,
TXN_9856733,CUST_03,Patisserie,Item_14_Pat,24.5,,,Credit Card,In-Store,2023-03-15,True
TXN_3858680,CUST_11,Electric Household Essentials,Item_19_Ehe,32.0,,,Credit Card,Online,2023-03-16,False
TXN_8496149,CUST_23,Milk Products,Item_11_Milk,20.0,,,Cash,In-Store,2023-03-17,False
TXN_6615635,CUST_22,Furniture,Item_11_Fur,20.0,,,Credit Card,Online,2023-03-20,
TXN_5158837,CUST_17,Food,Item_9_Food,17.0,,,Credit Card,Online,2023-03-20,
TXN_6278418,CUST_05,Milk Products,Item_12_Milk,21.5,,,Cash,Online,2023-03-21,
TXN_6304327,CUST_18,Electric Household Essentials,Item_19_Ehe,32.0,,,Credit Card,Online,2023-03-23,False
TXN_1609763,CUST_25,Electric Household Essentials,Item_22_Ehe,36.5,,,Credit Card,Online,2023-03-23,False
TXN_8469419,CUST_24,Food,Item_20_Food,33.5,,,Cash,Online,2023-03-25,True
TXN_2537913,CUST_08,Butchers,Item_13_But,23.0,,,Cash,Online,2023-03-25,False
TXN_4992208,CUST_22,Food,Item_5_Food,11.0,,,Cash,Online,2023-03-27,True
TXN_8048579,CUST_23,Furniture,Item_12_Fur,21.5,,,Cash,Online,2023-03-28,True
TXN_8157843,CUST_11,Milk Products,Item_23_Milk,38.0,,,Digital Wallet,In-Store,2023-03-29,
TXN_7766873,CUST_09,Computers And Electric Accessories,Item_12_Cea,21.5,,,Digital Wallet,Online,2023-03-29,False
TXN_5771988,CUST_22,Patisserie,Item_15_Pat,26.0,,,Credit Card,In-Store,2023-04-07,False
